provincia,partido,localidad,población,adsl,cablemódem,dial_up,fibra_óptica,satelital,wireless,telefonía_fija,3g,4g,link,latitud,longitud
BUENOS AIRES,La Plata,La Providencia,0,--,--,--,--,--,--,--,--,--,6441030,-35,-58
BUENOS AIRES,La Plata,Lisandro Olmos,0,--,SI,--,SI,--,SI,--,SI,SI,6441030,-34,-58
BUENOS AIRES,La Plata,Lomas de Copello,420,--,--,--,--,--,--,--,--,--,6441040,-34,-57
BUENOS AIRES,La Plata,Los Hornos,0,--,SI,--,SI,--,SI,--,SI,SI,6441030,-34,-57
BUENOS AIRES,La Plata,Manuel B Gonnet,0,--,SI,--,SI,--,--,SI,SI,SI,6441030,-34,-58
BUENOS AIRES,La Plata,Poblet,0,--,--,--,--,--,--,--,--,--,6441030,-35,-57
BUENOS AIRES,La Plata,Ringuelet,0,--,SI,--,SI,--,--,SI,SI,SI,6441030,-34,-57
BUENOS AIRES,La Plata,Rufino De Elizalde,0,--,--,--,--,--,--,--,SI,SI,6441030,-34,-57
BUENOS AIRES,La Plata,ruta del sol,2312,SI,--,--,SI,--,--,SI,SI,--,6441050,-34,-58
BUENOS AIRES,La Plata,Tolosa,0,--,SI,--,SI,--,--,SI,SI,SI,6441030,-34,-57
BUENOS AIRES,Lincoln,Roberts,2982,--,--,SI,SI,--,--,SI,SI,SI,6469100,-35,-61
BUENOS AIRES,Lincoln,Triunvirato,76,--,--,--,--,--,--,--,--,--,6469110,-34,-61
BUENOS AIRES,Lobería,Arenas Verdes,12,--,--,--,--,--,--,--,SI,SI,6476010,-38,-58
BUENOS AIRES,Lobería,Licenciado Matienzo,76,--,--,--,--,--,SI,--,--,--,6476020,-37,-58
BUENOS AIRES,Lobería,Lobería,13005,SI,--,SI,SI,SI,SI,SI,SI,SI,6476030,-38,-58
BUENOS AIRES,Lobería,Pieres,36,--,--,--,--,--,SI,SI,--,SI,6476040,-38,-58
BUENOS AIRES,Lobería,San Manuel,1126,--,--,--,SI,--,SI,SI,SI,SI,6476050,-37,-58
BUENOS AIRES,Lobería,Tamangueyú,438,--,--,--,--,--,--,--,--,--,6476060,-38,-58
BUENOS AIRES,Lobos,Antonio Carboni,295,SI,--,SI,SI,--,SI,SI,--,--,6483010,-35,-59
BUENOS AIRES,Lobos,Elvira,133,--,--,--,SI,--,SI,SI,--,--,6483020,-35,-59
BUENOS AIRES,Lobos,Laguna de Lobos,509,--,--,--,--,--,--,--,SI,SI,6483030,-35,-59
BUENOS AIRES,Lobos,Lobos,29868,SI,SI,SI,SI,--,SI,SI,SI,SI,6483040,-35,-59
BUENOS AIRES,Lobos,Salvador María,830,SI,--,--,SI,--,SI,SI,--,--,6483050,-35,-59
CABA,COMUNA 01,MONSERRAT,39914,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CHACO,12 de Octubre,General Pinedo,13042,SI,--,--,SI,SI,SI,SI,SI,SI,22036030,-27,-61
CHACO,12 de Octubre,Mesón de Fierro,423,--,--,--,--,--,SI,--,--,--,22036040,-27,-61
CHACO,12 de Octubre,Pampa Landriel,333,--,--,--,--,--,--,--,--,--,22036050,-27,-61
CHACO,1º de Mayo,Barrio de los Pescadores,795,--,--,--,--,--,--,--,--,--,22126010,-27,-58
CHACO,1º de Mayo,Colonia Benítez,2212,SI,--,--,SI,SI,SI,SI,SI,SI,22126020,-27,-58
CHACO,1º de Mayo,Margarita Belén,5701,SI,--,--,SI,--,SI,SI,SI,SI,22126030,-27,-58
CABA,COMUNA 13,BELGRANO,126831,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
ENTRE RIOS,Diamante,Aldea Brasilera,895,--,--,--,--,--,SI,SI,SI,SI,30021010,-31,-60
ENTRE RIOS,Diamante,Aldea Grapschental,25,--,--,--,--,--,--,--,--,--,30021015,-31,-60
ENTRE RIOS,Diamante,Aldea Protestante,519,SI,--,--,SI,--,SI,SI,--,--,30021020,-32,-60
ENTRE RIOS,Diamante,Aldea Salto,102,--,--,--,--,--,--,SI,--,--,30021030,-31,-60
ENTRE RIOS,Diamante,Aldea San Francisco,42,--,--,--,--,--,--,--,--,--,30021040,-31,-60
ENTRE RIOS,Diamante,Aldea Spatzenkutter,355,--,--,--,--,--,SI,--,--,--,30021050,-31,-60
ENTRE RIOS,Diamante,Aldea Valle María,2149,--,--,--,SI,--,SI,SI,--,SI,30021060,-31,-60
ENTRE RIOS,Diamante,Colonia Ensayo,255,--,--,--,--,--,SI,SI,--,--,30021070,-31,-60
ENTRE RIOS,Diamante,Costa Grande,0,--,--,--,--,--,--,--,--,--,30021127,-32,-60
CHACO,2 de Abril,Hermoso Campo,5011,--,SI,--,SI,SI,--,SI,SI,SI,22039010,-27,-61
CHACO,2 de Abril,Itín,441,--,--,--,SI,--,--,--,--,--,22039020,-27,-61
CHACO,25 de Mayo,Colonia Aborigen,1272,--,--,--,--,--,SI,--,--,--,22168010,-26,-60
CHACO,25 de Mayo,Machagai,21997,SI,SI,--,SI,--,SI,SI,SI,SI,22168020,-26,-60
CHACO,25 de Mayo,Napalpí,39,--,--,--,--,--,--,--,--,--,22168030,-26,-60
CHACO,9 de Julio,Las Breñas,22953,SI,--,--,SI,SI,--,SI,SI,SI,22105010,-27,-61
CHACO,Almirante Brown,Concepción del Bermejo,5309,--,--,--,SI,SI,SI,SI,SI,SI,22007010,-26,-60
CHACO,Almirante Brown,Los Frentones,5520,--,--,--,SI,SI,--,SI,--,SI,22007020,-26,-61
CHACO,Almirante Brown,Pampa del Infierno,9063,--,--,--,SI,SI,SI,SI,SI,SI,22007030,-26,-61
CHACO,Almirante Brown,Río Muerto,1052,--,--,--,--,--,--,--,--,--,22007040,-26,-61
CHACO,Almirante Brown,Taco Pozo,7813,--,--,--,SI,SI,--,SI,--,SI,22007050,-25,-63
CHACO,Bermejo,General Vedia,1751,SI,--,--,SI,SI,SI,SI,--,SI,22014010,-26,-58
CHACO,Bermejo,Isla del Cerrito,1758,--,--,--,--,SI,--,SI,--,--,22014020,-27,-58
ENTRE RIOS,Diamante,Diamante,19142,SI,SI,--,--,--,SI,SI,SI,SI,30021080,-32,-60
ENTRE RIOS,Diamante,Estación Camps,171,--,--,--,--,--,SI,SI,--,--,30021090,-32,-60
ENTRE RIOS,Diamante,Estacion Puiggari,0,--,--,--,--,--,--,--,--,--,30021140,-32,-60
ENTRE RIOS,Diamante,General Alvear,438,--,--,--,--,--,SI,SI,--,--,30021100,-31,-60
ENTRE RIOS,Diamante,General Racedo,514,--,--,--,--,--,SI,SI,--,--,30021110,-31,-60
ENTRE RIOS,Diamante,General Ramírez,8868,SI,SI,--,--,--,SI,SI,SI,SI,30021120,-32,-60
ENTRE RIOS,Diamante,La Juanita,22,--,--,--,--,--,--,--,--,--,30021123,-31,-60
ENTRE RIOS,Diamante,Las Jaulas,44,--,--,--,--,--,--,--,--,--,30021127,-31,-60
ENTRE RIOS,Diamante,Paraje La Virgen,59,--,--,--,--,--,--,--,--,--,30021130,-31,-60
ENTRE RIOS,Diamante,Puerto Las Cuevas,585,--,--,--,--,--,--,--,--,--,30021140,-32,-60
ENTRE RIOS,Diamante,Strobel,0,--,SI,--,--,--,--,--,SI,SI,30021120,-32,-60
ENTRE RIOS,Diamante,Villa Libertador San Martín,6312,SI,--,--,--,--,SI,SI,SI,SI,30021150,-32,-60
ENTRE RIOS,Federación,Chajarí,32734,SI,SI,--,SI,--,SI,SI,SI,SI,30028010,-30,-57
ENTRE RIOS,Federación,Colonia Alemana,137,--,--,--,--,--,SI,--,--,--,30028020,-30,-58
ENTRE RIOS,Federación,Colonia Ensanche Sauce,0,--,--,--,--,--,SI,--,--,--,30028090,-30,-57
ENTRE RIOS,Federación,Colonia La Argentina,207,--,--,--,--,--,SI,--,SI,SI,30028040,-31,-58
ENTRE RIOS,Federación,Colonia Peña,58,--,--,--,--,--,SI,--,--,--,30028050,-30,-58
ENTRE RIOS,Federación,Colonia Santa María,0,--,--,--,--,--,SI,--,--,--,30028040,-30,-58
MENDOZA,Rivadavia,Rivadavia,31038,SI,--,SI,SI,SI,SI,SI,SI,SI,50084140,-33,-68
MENDOZA,Rivadavia,Santa María de Oro,609,--,--,--,--,--,SI,--,--,--,50084150,-33,-68
MENDOZA,San Carlos,Barrio Carrasco,135,--,--,--,--,--,--,--,--,--,50091005,-33,-69
MENDOZA,San Carlos,Barrio El Cepillo,109,--,--,--,--,--,SI,--,--,--,50091010,-33,-69
MENDOZA,San Carlos,Chilecito,1033,--,--,--,--,--,SI,--,SI,SI,50091020,-33,-69
MENDOZA,San Carlos,Eugenio Bustos,5591,SI,--,--,--,--,SI,SI,SI,SI,50091030,-33,-69
MENDOZA,San Carlos,La Consulta,8241,SI,--,--,--,SI,SI,SI,SI,SI,50091040,-33,-69
MENDOZA,San Carlos,Pareditas,1021,--,--,--,SI,--,SI,SI,SI,SI,50091050,-33,-69
MENDOZA,San Carlos,San Carlos,3886,--,SI,--,--,--,SI,--,SI,SI,50091060,-33,-69
MENDOZA,San Martín,Alto Salvador,0,--,--,--,SI,--,SI,--,--,--,50098090,-33,-68
MENDOZA,San Martín,Alto Verde,1627,--,--,--,SI,--,SI,--,--,--,50098020,-33,-68
MENDOZA,San Martín,Barrio Chivilcoy,403,--,--,--,--,--,--,--,--,--,50098030,-33,-68
MENDOZA,San Martín,Barrio Emanuel,75,--,--,--,--,--,--,--,--,--,50098040,-32,-68
MENDOZA,San Martín,Barrio La Estación,111,--,--,--,--,--,--,--,--,--,50098045,-33,-68
MENDOZA,San Martín,Barrio Los Charabones,227,--,--,--,--,--,--,--,--,--,50098050,-32,-68
MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,203,--,--,--,--,--,--,--,SI,SI,50098055,-33,-68
MENDOZA,San Martín,Chapanay,1486,--,--,SI,SI,--,SI,SI,SI,SI,50098060,-32,-68
MENDOZA,San Martín,Chivilcoy,550,--,--,--,--,--,--,--,--,--,50098070,-33,-68
MENDOZA,San Martín,El Espino,376,--,--,--,--,--,SI,--,--,--,50098073,-33,-68
SALTA,Cerrillos,Barrio Los Pinares,0,SI,--,--,SI,--,SI,--,--,--,66035030,-24,-65
SALTA,Cerrillos,Cerrillos,11869,SI,SI,--,SI,SI,SI,SI,SI,SI,66035010,-24,-65
SALTA,Cerrillos,La Merced,7708,--,--,--,SI,SI,SI,SI,SI,SI,66035020,-24,-65
SALTA,Cerrillos,San Agustín,743,--,--,--,SI,SI,SI,SI,--,--,66035030,-24,-65
SALTA,Cerrillos,Villa Los Álamos,8587,--,--,--,--,--,--,--,SI,SI,66035040,-24,-65
SALTA,Chicoana,Barrio Finca La Maroma,69,--,--,--,SI,--,--,--,--,--,66042003,-25,-65
SALTA,Chicoana,Barrio La Rotonda,989,--,--,--,SI,--,SI,--,--,--,66042005,-25,-65
SALTA,Chicoana,Barrio Santa Teresita,721,--,--,--,SI,--,--,--,--,--,66042007,-25,-65
SALTA,Chicoana,Chicoana,4202,SI,--,--,SI,SI,SI,SI,SI,SI,66042010,-25,-65
SALTA,Chicoana,El Carril,9658,SI,SI,--,SI,SI,SI,SI,SI,SI,66042020,-25,-65
SALTA,General Güemes,Campo Santo,5868,SI,--,--,SI,SI,SI,SI,SI,SI,66049010,-24,-65
SALTA,General Güemes,Cobos,895,--,--,--,SI,--,SI,--,--,--,66049020,-24,-65
SALTA,General Güemes,El Bordo,5833,--,--,--,SI,--,SI,--,--,--,66049030,-24,-65
SAN JUAN,Caucete,Caucete,28222,SI,--,--,--,--,SI,SI,SI,SI,70035020,-31,-68
SAN JUAN,Caucete,El Rincón,553,--,--,--,--,--,--,--,--,--,70035030,-31,-68
SAN JUAN,Caucete,Las Talas,0,--,--,--,--,--,--,--,--,--,70035050,-31,-68
SAN JUAN,Caucete,Las Talas - Los Médanos,805,--,--,--,--,--,--,--,--,--,70035040,-31,-68
SAN JUAN,Caucete,Los Medanos,0,--,--,--,--,--,--,--,--,--,70035050,-31,-68
SAN JUAN,Caucete,Marayes,99,--,--,--,--,--,--,--,--,--,70035050,-31,-67
SAN JUAN,Caucete,Pie de Palo,817,--,--,--,--,--,--,--,SI,SI,70035060,-31,-68
SAN JUAN,Caucete,Vallecito,404,--,--,--,--,--,SI,--,--,--,70035070,-31,-67
SAN JUAN,Caucete,Villa Independencia,823,--,--,--,--,--,SI,--,--,--,70035080,-31,-68
SAN JUAN,Chimbas,Chimbas,87258,SI,--,SI,SI,--,SI,SI,SI,SI,70042010,-31,-68
SAN JUAN,Chimbas,El Mogote,0,--,--,--,--,--,--,--,--,--,70042010,-31,-68
SAN JUAN,Chimbas,Villa Paula Albarracin,0,--,--,--,--,--,SI,--,SI,SI,70042010,-31,-68
SAN JUAN,Iglesia,Angualasto,316,--,--,--,--,SI,SI,--,SI,SI,70049010,-30,-69
SAN JUAN,Iglesia,Bella Vista,325,--,--,--,--,--,SI,--,--,--,70049020,-30,-69
SAN JUAN,Iglesia,Iglesia,661,--,--,--,--,SI,SI,SI,--,--,70049030,-30,-69
SAN JUAN,Iglesia,Las Flores,906,--,--,--,--,SI,SI,SI,SI,SI,70049040,-30,-69
SAN JUAN,Iglesia,Pismanta,98,--,--,--,--,SI,SI,--,--,--,70049050,-30,-69
SAN JUAN,Iglesia,Rodeo,2625,--,--,--,--,--,SI,SI,SI,SI,70049060,-30,-69
SAN JUAN,Iglesia,Tudcum,699,--,--,--,--,--,SI,SI,--,--,70049070,-30,-69
SANTA FE,General Obligado,Reconquista,70549,SI,SI,SI,SI,SI,SI,SI,SI,SI,82049180,-29,-59
SANTA FE,General Obligado,San Antonio de Obligado,2579,SI,SI,--,--,SI,SI,SI,--,SI,82049190,-28,-59
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),2586,SI,SI,--,--,--,SI,SI,SI,SI,82049200,-28,-59
SANTA FE,General Obligado,Villa Ana,2696,--,--,--,--,SI,--,SI,--,SI,82049210,-28,-59
SANTA FE,General Obligado,Villa Guillermina,4555,SI,SI,--,--,SI,SI,SI,SI,SI,82049220,-28,-59
SANTA FE,General Obligado,Villa Ocampo,15037,SI,SI,--,--,SI,--,SI,SI,SI,82049230,-28,-59
SANTA FE,Iriondo,Barrio Cicarelli,28,--,--,--,--,--,SI,--,--,--,82056010,-32,-61
SANTA FE,Iriondo,Bustinza,1098,SI,--,--,SI,--,SI,SI,--,SI,82056020,-32,-61
SANTA FE,Iriondo,Cañada de Gómez,29205,SI,SI,--,SI,--,SI,SI,SI,SI,82056030,-32,-61
SANTA FE,Iriondo,Carrizales (Est. Clarke),1041,SI,SI,--,SI,--,--,SI,--,SI,82056040,-32,-61
TUCUMAN,Monteros,Pueblo Independencia,3530,SI,--,--,--,--,--,SI,SI,SI,90070040,-27,-65
TUCUMAN,Monteros,Río Seco,5131,SI,--,--,SI,--,SI,SI,SI,SI,90070050,-27,-65
TUCUMAN,Monteros,Santa Lucía,5704,SI,--,--,--,--,SI,SI,--,--,90070060,-27,-65
TUCUMAN,Monteros,Sargento Moya,575,--,--,--,--,--,SI,--,--,--,90070070,-27,-65
TUCUMAN,Monteros,Soldado Maldonado,805,--,--,--,--,--,--,--,--,--,90070080,-27,-65
TUCUMAN,Monteros,Teniente Berdina,907,--,--,--,--,--,SI,--,--,--,90070090,-27,-65
TUCUMAN,Monteros,Villa Quinteros,4240,SI,--,--,--,--,SI,SI,SI,SI,90070100,-27,-65
TUCUMAN,Río Chico,Aguilares,32908,SI,--,--,--,--,SI,SI,SI,SI,90077010,-27,-65
TUCUMAN,Río Chico,Ingenio Santa Barbara,0,--,--,--,--,--,--,--,SI,SI,90077020,-27,-65
TUCUMAN,Río Chico,Los Sarmientos,3010,SI,--,--,--,--,--,SI,--,--,90077020,-27,-65
TUCUMAN,Río Chico,Río Chico,758,--,--,--,--,--,SI,--,--,--,90077030,-27,-65
TUCUMAN,Río Chico,Santa Ana,7871,SI,--,--,--,--,--,SI,--,SI,90077040,-27,-65
TUCUMAN,Río Chico,Villa Clodomiro Hileret,699,--,--,--,--,--,--,--,--,--,90077050,-27,-65
TUCUMAN,Simoca,Atahona,399,--,--,--,--,--,SI,--,SI,--,90091010,-27,-65
TUCUMAN,Simoca,Monteagudo,880,--,--,--,--,--,SI,--,SI,SI,90091020,-27,-65
TUCUMAN,Simoca,Nueva Trinidad,214,--,--,--,--,--,SI,--,--,--,90091030,-27,-65
TUCUMAN,Simoca,Santa Cruz,187,--,--,--,--,--,--,--,--,--,90091040,-27,-65
TUCUMAN,Simoca,Simoca,8351,--,--,--,--,--,SI,SI,SI,SI,90091050,-27,-65
TUCUMAN,Simoca,Villa Chicligasta,291,--,--,--,--,--,SI,--,--,--,90091060,-27,-65
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,104,--,--,--,SI,--,--,SI,--,--,6007050,-37,-63
BUENOS AIRES,Adolfo Alsina,La Pala,27,--,--,--,--,--,--,--,--,--,6007060,-36,-63
BUENOS AIRES,Adolfo Alsina,Maza,1748,--,--,--,SI,SI,SI,SI,SI,SI,6007070,-36,-63
BUENOS AIRES,Adolfo Alsina,Rivera,3217,--,--,--,SI,--,--,SI,SI,SI,6007080,-37,-63
BUENOS AIRES,Adolfo Alsina,Thames,0,--,--,--,--,--,--,--,--,--,6007010,-36,-63
BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,--,--,--,--,--,--,--,--,--,6007100,-37,-63
BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,--,--,--,--,--,--,--,--,--,6007110,-36,-63
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,SI,--,SI,SI,--,SI,SI,SI,SI,6014010,-38,-60
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,--,--,--,SI,--,SI,SI,SI,--,6014020,-37,-60
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,--,--,--,--,--,SI,SI,--,--,6014030,-37,-60
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,--,--,--,--,--,SI,SI,SI,SI,6014040,-38,-60
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,SI,--,SI,SI,--,SI,SI,SI,SI,6021010,-35,-60
BUENOS AIRES,Alberti,Coronel Seguí,146,--,--,--,--,--,SI,--,--,--,6021020,-34,-60
BUENOS AIRES,Alberti,Mechita,412,SI,--,--,--,--,--,--,SI,SI,6021030,-35,-60
BUENOS AIRES,Alberti,Pla,192,--,--,--,--,--,--,SI,--,--,6021040,-35,-60
BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,--,--,--,--,--,--,--,SI,SI,6021050,-35,-60
BUENOS AIRES,Cañuelas,Gobernador Udaondo,330,--,--,--,SI,--,SI,--,--,--,6134040,-35,-58
BUENOS AIRES,Cañuelas,Máximo Paz,7165,--,SI,--,--,--,SI,--,--,--,6134050,-34,-58
BUENOS AIRES,Cañuelas,Santa Rosa,5297,--,--,--,--,SI,SI,--,SI,--,6134060,-34,-58
BUENOS AIRES,Cañuelas,Uribelarrea,1282,SI,--,--,SI,--,SI,SI,SI,SI,6134070,-35,-58
BUENOS AIRES,Cañuelas,Vicente Casares,787,SI,--,SI,--,--,SI,SI,SI,--,6134080,-34,-58
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,13088,SI,SI,--,SI,--,SI,SI,SI,SI,6140010,-34,-59
BUENOS AIRES,Capitán Sarmiento,La Luisa,230,--,--,--,--,--,SI,--,--,--,6140020,-34,-59
BUENOS AIRES,Carlos Casares,Bellocq,542,--,--,SI,--,--,--,SI,--,--,6147010,-35,-61
BUENOS AIRES,Carlos Casares,Cadret,214,--,--,--,--,--,SI,SI,--,--,6147020,-35,-61
BUENOS AIRES,Carlos Casares,Carlos Casares,18347,SI,SI,SI,SI,--,SI,SI,SI,SI,6147030,-35,-61
BUENOS AIRES,Carlos Casares,Colonia Mauricio,8,--,--,--,--,--,--,--,--,--,6147040,-35,-61
BUENOS AIRES,Carlos Casares,Hortensia,224,--,--,--,--,--,--,--,--,--,6147050,-35,-61
BUENOS AIRES,Carlos Casares,La Sofía,12,--,--,--,--,--,SI,--,SI,SI,6147060,-35,-61
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,76,--,--,--,--,--,SI,SI,--,--,6147070,-35,-61
BUENOS AIRES,Carlos Casares,Moctezuma,471,--,--,--,--,--,SI,SI,--,SI,6147080,-35,-61
BUENOS AIRES,Lomas De Zamora,Banfield,233339,SI,SI,SI,SI,SI,--,SI,SI,SI,6490010,-34,-58
BUENOS AIRES,Lomas De Zamora,Llavallol,43211,SI,SI,SI,SI,--,SI,SI,SI,SI,6490010,-34,-58
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,116615,SI,SI,SI,SI,SI,SI,SI,SI,SI,6490010,-34,-58
BUENOS AIRES,Lomas De Zamora,Temperley,116368,SI,SI,SI,SI,SI,--,SI,SI,SI,6490010,-34,-58
BUENOS AIRES,Lomas De Zamora,Turdera,10199,SI,SI,SI,SI,--,--,SI,SI,SI,6490010,-34,-58
BUENOS AIRES,Lomas De Zamora,Villa Centenario,51834,--,SI,--,--,--,SI,--,SI,SI,6490010,-34,-58
SAN JUAN,Jáchal,El Fical,0,--,--,--,--,--,--,--,--,--,70056040,-30,-68
SAN JUAN,Jáchal,El Fiscal,0,--,--,--,--,--,--,--,--,--,70056040,-30,-68
BUENOS AIRES,Merlo,Merlo,274130,SI,SI,SI,SI,SI,SI,SI,SI,SI,6539010,-34,-58
BUENOS AIRES,Merlo,Pontevedra,37628,SI,SI,SI,SI,--,SI,SI,SI,SI,6539010,-34,-58
BUENOS AIRES,Merlo,San Antonio De Padua,42377,SI,SI,SI,SI,--,SI,SI,SI,SI,6539010,-34,-58
BUENOS AIRES,Monte,Abbott,603,--,--,--,SI,--,SI,SI,SI,SI,6547010,-35,-58
BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),17005,SI,SI,SI,SI,--,SI,SI,SI,SI,6547020,-35,-58
BUENOS AIRES,Monte,Zenón Videla Dorna,76,--,--,--,--,--,--,--,--,--,6547030,-35,-58
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,118,--,--,--,SI,--,--,SI,SI,SI,6553010,-38,-61
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6351,SI,--,--,SI,--,--,SI,SI,SI,6553020,-38,-61
CABA,COMUNA 01,PUERTO MADERO,6726,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CHACO,Bermejo,La Leonesa,8823,SI,--,--,--,--,SI,SI,SI,SI,22014030,-27,-58
CHACO,Bermejo,Las Palmas,4914,--,--,--,SI,SI,SI,--,SI,SI,22014040,-27,-58
CHACO,Bermejo,Puerto Bermejo Nuevo,1733,--,--,--,SI,--,SI,SI,--,--,22014050,-26,-58
CHACO,Bermejo,Puerto Bermejo Viejo,86,--,--,--,--,--,--,--,--,--,22014060,-26,-58
CHACO,Bermejo,Puerto Eva Perón,609,--,--,--,SI,SI,SI,--,--,--,22014070,-26,-58
CHACO,Chacabuco,Charata,26497,SI,--,--,SI,SI,SI,SI,SI,SI,22028010,-27,-61
CABA,COMUNA 13,COLEGIALES,52551,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
ENTRE RIOS,Federación,Federación,16658,SI,--,--,SI,--,SI,SI,SI,SI,30028070,-30,-57
ENTRE RIOS,Federación,Los Conquistadores,1177,--,SI,--,--,--,SI,SI,SI,SI,30028080,-30,-58
ENTRE RIOS,Federación,San Jaime de la Frontera,4143,--,SI,--,--,--,SI,SI,SI,SI,30028090,-30,-58
ENTRE RIOS,Federación,San Pedro,264,--,--,--,SI,--,SI,--,--,--,30028100,-30,-58
ENTRE RIOS,Federación,San Ramón,34,--,--,--,--,--,--,--,--,--,30028105,-30,-58
ENTRE RIOS,Federación,Santa Ana,905,--,SI,--,SI,--,SI,SI,SI,SI,30028110,-30,-57
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,89882,SI,SI,--,SI,SI,SI,SI,SI,SI,22021010,-26,-60
CHACO,Fray Justo Santa María de Oro,Chorotis,941,--,--,--,--,--,--,--,--,SI,22043010,-27,-61
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,7340,--,SI,--,--,SI,--,--,SI,SI,22043020,-27,-61
CHACO,Fray Justo Santa María de Oro,Venados Grandes,303,--,--,--,--,--,--,--,--,--,22043030,-27,-61
CHACO,General Belgrano,Corzuela,10335,SI,--,--,SI,SI,SI,SI,SI,SI,22049010,-26,-60
CHACO,General Donovan,La Escondida,3261,SI,SI,--,SI,SI,--,SI,SI,SI,22056010,-27,-59
CHACO,General Donovan,La Verde,2717,SI,SI,--,SI,SI,--,SI,SI,SI,22056020,-27,-59
CHACO,General Donovan,Lapachito,888,SI,SI,--,SI,--,--,SI,SI,SI,22056030,-27,-59
CHACO,General Donovan,Makallé,4322,SI,SI,--,--,SI,--,SI,SI,SI,22056040,-27,-59
CHACO,General Güemes,El Espinillo,1261,--,--,--,--,SI,--,--,--,SI,22063010,-25,-60
CHACO,General Güemes,El Sauzal,715,--,--,--,--,SI,SI,--,--,--,22063020,-24,-61
CHACO,General Güemes,El Sauzalito,3374,--,--,--,--,SI,SI,SI,--,SI,22063030,-24,-61
CHACO,General Güemes,Fortín Lavalle,687,--,--,--,--,--,SI,--,--,--,22063040,-25,-60
ENTRE RIOS,Federación,Villa del Rosario,2720,--,SI,--,SI,--,SI,SI,SI,--,30028120,-30,-57
ENTRE RIOS,Federal,Conscripto Bernardi,1339,--,--,--,--,--,SI,SI,--,--,30035010,-31,-59
ENTRE RIOS,Federal,El Cimarrón,336,--,--,--,--,--,SI,SI,--,--,30035020,-30,-58
ENTRE RIOS,Federal,Federal,16075,SI,--,--,SI,--,SI,SI,--,SI,30035030,-30,-58
ENTRE RIOS,Federal,Nueva Vizcaya,379,--,--,--,--,--,SI,--,--,--,30035040,-30,-58
ENTRE RIOS,Federal,Sauce de Luna,2845,--,--,--,SI,SI,SI,SI,--,--,30035050,-31,-59
ENTRE RIOS,Feliciano,San José de Feliciano,10282,--,--,--,SI,SI,SI,SI,SI,SI,30042010,-30,-58
ENTRE RIOS,Feliciano,San Víctor,325,--,--,--,--,--,SI,--,--,--,30042020,-30,-59
ENTRE RIOS,Gualeguay,Aldea Asunción,263,--,--,--,--,--,--,SI,--,--,30049010,-32,-59
ENTRE RIOS,Gualeguay,Estación Lazo,175,--,--,--,--,--,--,SI,--,--,30049020,-32,-59
ENTRE RIOS,Gualeguay,General Galarza,4741,SI,--,--,--,--,SI,SI,SI,SI,30049030,-32,-59
ENTRE RIOS,Gualeguay,Gualeguay,40507,SI,SI,--,SI,SI,SI,SI,SI,SI,30049040,-33,-59
ENTRE RIOS,Gualeguay,Puerto Ruiz,347,--,--,--,--,--,--,SI,--,--,30049050,-33,-59
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,1091,--,SI,--,--,SI,--,SI,--,SI,30056010,-32,-58
MENDOZA,San Rafael,Goudge,2126,--,SI,--,--,--,SI,SI,SI,SI,50105100,-34,-68
MENDOZA,San Rafael,Jaime Prats,419,--,--,--,--,--,SI,SI,--,--,50105110,-34,-67
MENDOZA,San Rafael,La Llave Nueva,499,--,--,--,--,--,--,SI,--,--,50105120,-34,-68
MENDOZA,San Rafael,Las Malvinas,232,--,--,--,--,--,SI,SI,--,--,50105130,-34,-68
MENDOZA,San Rafael,Los Reyunos,18,--,--,--,--,--,--,--,--,SI,50105140,-34,-68
MENDOZA,San Rafael,Monte Comán,3529,--,--,--,--,--,SI,SI,SI,SI,50105150,-34,-67
MENDOZA,San Rafael,Pobre Diablo,526,--,--,--,--,--,--,--,SI,SI,50105160,-34,-68
